date,phc_id,drug_id,opening_stock,received_qty,dispensed_qty,closing_stock,reorder_point,safety_stock
2025-01-28,PHC_014,ANTIDIARRHEAL,141,342,3,480,150,300
2025-01-28,PHC_014,DENGUE_TEST_KIT,123,0,2,121,50,120
2025-01-28,PHC_014,TETANUS_TOXOID,285,0,1,284,100,200
2025-01-28,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,443,0,3,440,150,300
2025-01-28,PHC_015,ORS_SACHET,409,0,19,390,200,400
2025-01-28,PHC_015,PARACETAMOL_500MG,546,0,55,491,500,1000
2025-01-28,PHC_015,AMOXICILLIN_500MG,809,0,19,790,300,600
2025-01-28,PHC_015,ANTIMALARIAL_ACT,132,0,3,129,100,250
2025-01-28,PHC_015,ANTIVENOM_VIAL,15,0,1,14,10,25
2025-01-28,PHC_015,INSULIN_VIAL,73,0,6,67,40,80
2025-01-28,PHC_015,ORAL_REHYDRATION_IV,142,0,7,135,80,150
2025-01-28,PHC_015,MEASLES_VACCINE,343,0,2,341,150,300
2025-01-28,PHC_015,ANTIHISTAMINE,722,0,15,707,200,400
2025-01-28,PHC_015,IBUPROFEN_400MG,924,0,20,904,300,600
2025-01-28,PHC_015,COUGH_SYRUP,154,0,12,142,100,200
2025-01-28,PHC_015,ANTIDIARRHEAL,323,0,20,303,150,300
2025-01-28,PHC_015,DENGUE_TEST_KIT,53,0,2,51,50,120
2025-01-28,PHC_015,TETANUS_TOXOID,104,0,3,101,100,200
2025-01-28,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,276,0,7,269,150,300
2025-01-29,PHC_001,ORS_SACHET,679,0,5,674,200,400
2025-01-29,PHC_001,PARACETAMOL_500MG,1510,0,17,1493,500,1000
2025-01-29,PHC_001,AMOXICILLIN_500MG,712,0,11,701,300,600
2025-01-29,PHC_001,ANTIMALARIAL_ACT,311,0,3,308,100,250
2025-01-29,PHC_001,ANTIVENOM_VIAL,19,0,0,19,10,25
2025-01-29,PHC_001,INSULIN_VIAL,42,0,2,40,40,80
2025-01-29,PHC_001,ORAL_REHYDRATION_IV,142,0,3,139,80,150
2025-01-29,PHC_001,MEASLES_VACCINE,260,0,0,260,150,300
2025-01-29,PHC_001,ANTIHISTAMINE,240,0,7,233,200,400
2025-01-29,PHC_001,IBUPROFEN_400MG,890,0,13,877,300,600
2025-01-29,PHC_001,COUGH_SYRUP,153,0,1,152,100,200
2025-01-29,PHC_001,ANTIDIARRHEAL,278,0,10,268,150,300
2025-01-29,PHC_001,DENGUE_TEST_KIT,172,0,1,171,50,120
2025-01-29,PHC_001,TETANUS_TOXOID,349,0,6,343,100,200
2025-01-29,PHC_001,ORAL_ANTIBIOTIC_PEDIATRIC,477,0,3,474,150,300
2025-01-29,PHC_002,ORS_SACHET,485,0,15,470,200,400
2025-01-29,PHC_002,PARACETAMOL_500MG,965,0,38,927,500,1000
2025-01-29,PHC_002,AMOXICILLIN_500MG,665,0,11,654,300,600
2025-01-29,PHC_002,ANTIMALARIAL_ACT,326,0,2,324,100,250
2025-01-29,PHC_002,ANTIVENOM_VIAL,30,0,0,30,10,25
2025-01-29,PHC_002,INSULIN_VIAL,41,0,3,38,40,80
2025-01-29,PHC_002,ORAL_REHYDRATION_IV,86,0,3,83,80,150
2025-01-29,PHC_002,MEASLES_VACCINE,411,0,0,411,150,300
2025-01-29,PHC_002,ANTIHISTAMINE,269,0,6,263,200,400
2025-01-29,PHC_002,IBUPROFEN_400MG,327,0,9,318,300,600
2025-01-29,PHC_002,COUGH_SYRUP,129,0,2,127,100,200
2025-01-29,PHC_002,ANTIDIARRHEAL,549,0,5,544,150,300
2025-01-29,PHC_002,DENGUE_TEST_KIT,126,0,2,124,50,120
2025-01-29,PHC_002,TETANUS_TOXOID,288,0,10,278,100,200
2025-01-29,PHC_002,ORAL_ANTIBIOTIC_PEDIATRIC,435,0,5,430,150,300
2025-01-29,PHC_003,ORS_SACHET,234,0,12,222,200,400
2025-01-29,PHC_003,PARACETAMOL_500MG,1245,0,24,1221,500,1000
2025-01-29,PHC_003,AMOXICILLIN_500MG,483,0,4,479,300,600
2025-01-29,PHC_003,ANTIMALARIAL_ACT,326,0,6,320,100,250
2025-01-29,PHC_003,ANTIVENOM_VIAL,12,0,0,12,10,25
2025-01-29,PHC_003,INSULIN_VIAL,100,0,3,97,40,80
2025-01-29,PHC_003,ORAL_REHYDRATION_IV,184,0,4,180,80,150
2025-01-29,PHC_003,MEASLES_VACCINE,528,0,0,528,150,300
2025-01-29,PHC_003,ANTIHISTAMINE,657,0,6,651,200,400
2025-01-29,PHC_003,IBUPROFEN_400MG,448,0,13,435,300,600
2025-01-29,PHC_003,COUGH_SYRUP,236,0,5,231,100,200
2025-01-29,PHC_003,ANTIDIARRHEAL,194,0,7,187,150,300
2025-01-29,PHC_003,DENGUE_TEST_KIT,107,0,1,106,50,120
2025-01-29,PHC_003,TETANUS_TOXOID,244,0,3,241,100,200
2025-01-29,PHC_003,ORAL_ANTIBIOTIC_PEDIATRIC,513,0,2,511,150,300
2025-01-29,PHC_004,ORS_SACHET,332,0,9,323,200,400
2025-01-29,PHC_004,PARACETAMOL_500MG,1127,0,18,1109,500,1000
2025-01-29,PHC_004,AMOXICILLIN_500MG,725,0,11,714,300,600
2025-01-29,PHC_004,ANTIMALARIAL_ACT,221,0,6,215,100,250
2025-01-29,PHC_004,ANTIVENOM_VIAL,32,0,0,32,10,25
2025-01-29,PHC_004,INSULIN_VIAL,126,0,4,122,40,80
2025-01-29,PHC_004,ORAL_REHYDRATION_IV,238,0,10,228,80,150
2025-01-29,PHC_004,MEASLES_VACCINE,219,0,5,214,150,300
2025-01-29,PHC_004,ANTIHISTAMINE,306,0,4,302,200,400
2025-01-29,PHC_004,IBUPROFEN_400MG,356,0,21,335,300,600
2025-01-29,PHC_004,COUGH_SYRUP,194,0,4,190,100,200
2025-01-29,PHC_004,ANTIDIARRHEAL,290,0,18,272,150,300
2025-01-29,PHC_004,DENGUE_TEST_KIT,79,0,4,75,50,120
2025-01-29,PHC_004,TETANUS_TOXOID,221,0,13,208,100,200
2025-01-29,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,313,0,4,309,150,300
2025-01-29,PHC_005,ORS_SACHET,678,0,11,667,200,400
2025-01-29,PHC_005,PARACETAMOL_500MG,686,0,21,665,500,1000
2025-01-29,PHC_005,AMOXICILLIN_500MG,942,0,13,929,300,600
2025-01-29,PHC_005,ANTIMALARIAL_ACT,301,0,5,296,100,250
2025-01-29,PHC_005,ANTIVENOM_VIAL,22,0,0,22,10,25
2025-01-29,PHC_005,INSULIN_VIAL,105,0,3,102,40,80
2025-01-29,PHC_005,ORAL_REHYDRATION_IV,90,0,10,80,80,150
2025-01-29,PHC_005,MEASLES_VACCINE,284,0,2,282,150,300
2025-01-29,PHC_005,ANTIHISTAMINE,236,0,6,230,200,400
2025-01-29,PHC_005,IBUPROFEN_400MG,726,0,22,704,300,600
2025-01-29,PHC_005,COUGH_SYRUP,307,0,5,302,100,200
2025-01-29,PHC_005,ANTIDIARRHEAL,439,0,8,431,150,300
2025-01-29,PHC_005,DENGUE_TEST_KIT,149,0,1,148,50,120
2025-01-29,PHC_005,TETANUS_TOXOID,165,0,7,158,100,200
2025-01-29,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,306,0,4,302,150,300
2025-01-29,PHC_006,ORS_SACHET,411,0,15,396,200,400
2025-01-29,PHC_006,PARACETAMOL_500MG,1017,0,19,998,500,1000
2025-01-29,PHC_006,AMOXICILLIN_500MG,430,0,8,422,300,600
2025-01-29,PHC_006,ANTIMALARIAL_ACT,301,0,3,298,100,250
2025-01-29,PHC_006,ANTIVENOM_VIAL,29,0,1,28,10,25
2025-01-29,PHC_006,INSULIN_VIAL,82,0,3,79,40,80
2025-01-29,PHC_006,ORAL_REHYDRATION_IV,99,0,8,91,80,150
2025-01-29,PHC_006,MEASLES_VACCINE,359,0,0,359,150,300
2025-01-29,PHC_006,ANTIHISTAMINE,498,0,5,493,200,400
2025-01-29,PHC_006,IBUPROFEN_400MG,673,0,17,656,300,600
2025-01-29,PHC_006,COUGH_SYRUP,237,0,1,236,100,200
2025-01-29,PHC_006,ANTIDIARRHEAL,327,0,15,312,150,300
2025-01-29,PHC_006,DENGUE_TEST_KIT,116,0,3,113,50,120
2025-01-29,PHC_006,TETANUS_TOXOID,155,0,1,154,100,200
2025-01-29,PHC_006,ORAL_ANTIBIOTIC_PEDIATRIC,450,0,3,447,150,300
2025-01-29,PHC_007,ORS_SACHET,595,0,12,583,200,400
2025-01-29,PHC_007,PARACETAMOL_500MG,1212,0,27,1185,500,1000
2025-01-29,PHC_007,AMOXICILLIN_500MG,834,0,7,827,300,600
2025-01-29,PHC_007,ANTIMALARIAL_ACT,170,0,3,167,100,250
2025-01-29,PHC_007,ANTIVENOM_VIAL,16,0,1,15,10,25
2025-01-29,PHC_007,INSULIN_VIAL,133,0,5,128,40,80
2025-01-29,PHC_007,ORAL_REHYDRATION_IV,62,229,7,284,80,150
2025-01-29,PHC_007,MEASLES_VACCINE,186,0,2,184,150,300
2025-01-29,PHC_007,ANTIHISTAMINE,678,0,6,672,200,400
2025-01-29,PHC_007,IBUPROFEN_400MG,570,0,15,555,300,600
2025-01-29,PHC_007,COUGH_SYRUP,272,0,5,267,100,200
2025-01-29,PHC_007,ANTIDIARRHEAL,223,0,3,220,150,300
2025-01-29,PHC_007,DENGUE_TEST_KIT,107,0,1,106,50,120
2025-01-29,PHC_007,TETANUS_TOXOID,248,0,5,243,100,200
2025-01-29,PHC_007,ORAL_ANTIBIOTIC_PEDIATRIC,367,0,7,360,150,300
2025-01-29,PHC_008,ORS_SACHET,245,0,16,229,200,400
2025-01-29,PHC_008,PARACETAMOL_500MG,1338,0,24,1314,500,1000
2025-01-29,PHC_008,AMOXICILLIN_500MG,638,0,10,628,300,600
2025-01-29,PHC_008,ANTIMALARIAL_ACT,190,0,5,185,100,250
2025-01-29,PHC_008,ANTIVENOM_VIAL,13,0,0,13,10,25
2025-01-29,PHC_008,INSULIN_VIAL,104,0,2,102,40,80
2025-01-29,PHC_008,ORAL_REHYDRATION_IV,86,0,5,81,80,150
2025-01-29,PHC_008,MEASLES_VACCINE,508,0,2,506,150,300
2025-01-29,PHC_008,ANTIHISTAMINE,519,0,6,513,200,400
2025-01-29,PHC_008,IBUPROFEN_400MG,508,0,24,484,300,600
2025-01-29,PHC_008,COUGH_SYRUP,267,0,6,261,100,200
2025-01-29,PHC_008,ANTIDIARRHEAL,327,0,6,321,150,300
2025-01-29,PHC_008,DENGUE_TEST_KIT,131,0,2,129,50,120
2025-01-29,PHC_008,TETANUS_TOXOID,230,0,5,225,100,200
2025-01-29,PHC_008,ORAL_ANTIBIOTIC_PEDIATRIC,406,0,7,399,150,300
2025-01-29,PHC_009,ORS_SACHET,446,0,13,433,200,400
2025-01-29,PHC_009,PARACETAMOL_500MG,1093,0,16,1077,500,1000
2025-01-29,PHC_009,AMOXICILLIN_500MG,747,0,4,743,300,600
2025-01-29,PHC_009,ANTIMALARIAL_ACT,271,0,3,268,100,250
2025-01-29,PHC_009,ANTIVENOM_VIAL,33,0,0,33,10,25
2025-01-29,PHC_009,INSULIN_VIAL,57,0,1,56,40,80
2025-01-29,PHC_009,ORAL_REHYDRATION_IV,96,0,5,91,80,150
2025-01-29,PHC_009,MEASLES_VACCINE,447,0,0,447,150,300
2025-01-29,PHC_009,ANTIHISTAMINE,559,0,8,551,200,400
2025-01-29,PHC_009,IBUPROFEN_400MG,865,0,12,853,300,600
2025-01-29,PHC_009,COUGH_SYRUP,208,0,4,204,100,200
2025-01-29,PHC_009,ANTIDIARRHEAL,202,0,4,198,150,300
2025-01-29,PHC_009,DENGUE_TEST_KIT,148,0,2,146,50,120
2025-01-29,PHC_009,TETANUS_TOXOID,198,0,0,198,100,200
2025-01-29,PHC_009,ORAL_ANTIBIOTIC_PEDIATRIC,416,0,4,412,150,300
2025-01-29,PHC_010,ORS_SACHET,679,0,11,668,200,400
2025-01-29,PHC_010,PARACETAMOL_500MG,1374,0,30,1344,500,1000
2025-01-29,PHC_010,AMOXICILLIN_500MG,309,0,9,300,300,600
2025-01-29,PHC_010,ANTIMALARIAL_ACT,220,0,1,219,100,250
2025-01-29,PHC_010,ANTIVENOM_VIAL,32,0,0,32,10,25
2025-01-29,PHC_010,INSULIN_VIAL,115,0,0,115,40,80
2025-01-29,PHC_010,ORAL_REHYDRATION_IV,115,0,1,114,80,150
2025-01-29,PHC_010,MEASLES_VACCINE,477,0,2,475,150,300
2025-01-29,PHC_010,ANTIHISTAMINE,362,0,5,357,200,400
2025-01-29,PHC_010,IBUPROFEN_400MG,766,0,8,758,300,600
2025-01-29,PHC_010,COUGH_SYRUP,318,0,9,309,100,200
2025-01-29,PHC_010,ANTIDIARRHEAL,296,0,3,293,150,300
2025-01-29,PHC_010,DENGUE_TEST_KIT,113,0,2,111,50,120
2025-01-29,PHC_010,TETANUS_TOXOID,319,0,8,311,100,200
2025-01-29,PHC_010,ORAL_ANTIBIOTIC_PEDIATRIC,231,0,6,225,150,300
2025-01-29,PHC_011,ORS_SACHET,276,0,19,257,200,400
2025-01-29,PHC_011,PARACETAMOL_500MG,1119,0,33,1086,500,1000
2025-01-29,PHC_011,AMOXICILLIN_500MG,471,0,15,456,300,600
2025-01-29,PHC_011,ANTIMALARIAL_ACT,343,0,2,341,100,250
2025-01-29,PHC_011,ANTIVENOM_VIAL,26,0,0,26,10,25
2025-01-29,PHC_011,INSULIN_VIAL,76,0,4,72,40,80
2025-01-29,PHC_011,ORAL_REHYDRATION_IV,85,0,8,77,80,150
2025-01-29,PHC_011,MEASLES_VACCINE,411,0,4,407,150,300
2025-01-29,PHC_011,ANTIHISTAMINE,555,0,6,549,200,400
2025-01-29,PHC_011,IBUPROFEN_400MG,313,0,22,291,300,600
2025-01-29,PHC_011,COUGH_SYRUP,244,0,5,239,100,200
2025-01-29,PHC_011,ANTIDIARRHEAL,457,0,13,444,150,300
2025-01-29,PHC_011,DENGUE_TEST_KIT,53,0,3,50,50,120
2025-01-29,PHC_011,TETANUS_TOXOID,168,0,23,145,100,200
2025-01-29,PHC_011,ORAL_ANTIBIOTIC_PEDIATRIC,212,0,10,202,150,300
2025-01-29,PHC_012,ORS_SACHET,445,0,18,427,200,400
2025-01-29,PHC_012,PARACETAMOL_500MG,738,0,36,702,500,1000
2025-01-29,PHC_012,AMOXICILLIN_500MG,408,0,14,394,300,600
2025-01-29,PHC_012,ANTIMALARIAL_ACT,164,0,3,161,100,250
2025-01-29,PHC_012,ANTIVENOM_VIAL,29,0,0,29,10,25
2025-01-29,PHC_012,INSULIN_VIAL,82,0,3,79,40,80
2025-01-29,PHC_012,ORAL_REHYDRATION_IV,91,0,4,87,80,150
2025-01-29,PHC_012,MEASLES_VACCINE,366,0,4,362,150,300
2025-01-29,PHC_012,ANTIHISTAMINE,597,0,8,589,200,400
2025-01-29,PHC_012,IBUPROFEN_400MG,931,0,26,905,300,600
2025-01-29,PHC_012,COUGH_SYRUP,148,0,6,142,100,200
2025-01-29,PHC_012,ANTIDIARRHEAL,438,0,19,419,150,300
2025-01-29,PHC_012,DENGUE_TEST_KIT,165,0,6,159,50,120
2025-01-29,PHC_012,TETANUS_TOXOID,268,0,4,264,100,200
2025-01-29,PHC_012,ORAL_ANTIBIOTIC_PEDIATRIC,248,0,5,243,150,300
2025-01-29,PHC_013,ORS_SACHET,515,0,10,505,200,400
2025-01-29,PHC_013,PARACETAMOL_500MG,1058,0,17,1041,500,1000
2025-01-29,PHC_013,AMOXICILLIN_500MG,279,0,7,272,300,600
2025-01-29,PHC_013,ANTIMALARIAL_ACT,178,0,2,176,100,250
2025-01-29,PHC_013,ANTIVENOM_VIAL,22,0,0,22,10,25
2025-01-29,PHC_013,INSULIN_VIAL,86,0,3,83,40,80
2025-01-29,PHC_013,ORAL_REHYDRATION_IV,242,0,7,235,80,150
2025-01-29,PHC_013,MEASLES_VACCINE,191,0,3,188,150,300
2025-01-29,PHC_013,ANTIHISTAMINE,465,0,9,456,200,400
2025-01-29,PHC_013,IBUPROFEN_400MG,619,0,24,595,300,600
2025-01-29,PHC_013,COUGH_SYRUP,89,0,5,84,100,200
2025-01-29,PHC_013,ANTIDIARRHEAL,570,0,8,562,150,300
2025-01-29,PHC_013,DENGUE_TEST_KIT,151,0,1,150,50,120
2025-01-29,PHC_013,TETANUS_TOXOID,338,0,9,329,100,200
2025-01-29,PHC_013,ORAL_ANTIBIOTIC_PEDIATRIC,398,0,6,392,150,300
2025-01-29,PHC_014,ORS_SACHET,203,0,8,195,200,400
2025-01-29,PHC_014,PARACETAMOL_500MG,833,0,13,820,500,1000
2025-01-29,PHC_014,AMOXICILLIN_500MG,911,0,4,907,300,600
2025-01-29,PHC_014,ANTIMALARIAL_ACT,270,0,1,269,100,250
2025-01-29,PHC_014,ANTIVENOM_VIAL,10,0,1,9,10,25
2025-01-29,PHC_014,INSULIN_VIAL,67,0,1,66,40,80
2025-01-29,PHC_014,ORAL_REHYDRATION_IV,76,183,3,256,80,150
2025-01-29,PHC_014,MEASLES_VACCINE,204,0,3,201,150,300
2025-01-29,PHC_014,ANTIHISTAMINE,193,0,1,192,200,400
2025-01-29,PHC_014,IBUPROFEN_400MG,907,0,7,900,300,600
2025-01-29,PHC_014,COUGH_SYRUP,380,0,2,378,100,200
2025-01-29,PHC_014,ANTIDIARRHEAL,480,0,4,476,150,300
2025-01-29,PHC_014,DENGUE_TEST_KIT,121,0,1,120,50,120
2025-01-29,PHC_014,TETANUS_TOXOID,284,0,5,279,100,200
2025-01-29,PHC_014,ORAL_ANTIBIOTIC_PEDIATRIC,440,0,2,438,150,300
2025-01-29,PHC_015,ORS_SACHET,390,0,25,365,200,400
2025-01-29,PHC_015,PARACETAMOL_500MG,491,1413,46,1858,500,1000
2025-01-29,PHC_015,AMOXICILLIN_500MG,790,0,12,778,300,600
2025-01-29,PHC_015,ANTIMALARIAL_ACT,129,0,7,122,100,250
2025-01-29,PHC_015,ANTIVENOM_VIAL,14,0,0,14,10,25
2025-01-29,PHC_015,INSULIN_VIAL,67,0,5,62,40,80
2025-01-29,PHC_015,ORAL_REHYDRATION_IV,135,0,7,128,80,150
2025-01-29,PHC_015,MEASLES_VACCINE,341,0,3,338,150,300
2025-01-29,PHC_015,ANTIHISTAMINE,707,0,3,704,200,400
2025-01-29,PHC_015,IBUPROFEN_400MG,904,0,26,878,300,600
2025-01-29,PHC_015,COUGH_SYRUP,142,0,7,135,100,200
2025-01-29,PHC_015,ANTIDIARRHEAL,303,0,2,301,150,300
2025-01-29,PHC_015,DENGUE_TEST_KIT,51,0,4,47,50,120
2025-01-29,PHC_015,TETANUS_TOXOID,101,0,1,100,100,200
2025-01-29,PHC_015,ORAL_ANTIBIOTIC_PEDIATRIC,269,0,9,260,150,300
2025-01-30,PHC_001,ORS_SACHET,674,0,8,666,200,400
2025-01-30,PHC_001,PARACETAMOL_500MG,1493,0,13,1480,500,1000
2025-01-30,PHC_001,AMOXICILLIN_500MG,701,0,3,698,300,600
2025-01-30,PHC_001,ANTIMALARIAL_ACT,308,0,2,306,100,250
2025-01-30,PHC_001,ANTIVENOM_VIAL,19,0,0,19,10,25
2025-01-30,PHC_001,INSULIN_VIAL,40,0,0,40,40,80
2025-01-30,PHC_001,ORAL_REHYDRATION_IV,139,0,3,136,80,150
2025-01-30,PHC_001,MEASLES_VACCINE,260,0,0,260,150,300
2025-01-30,PHC_001,ANTIHISTAMINE,233,0,1,232,200,400
2025-01-30,PHC_001,IBUPROFEN_400MG,877,0,13,864,300,600
2025-01-30,PHC_001,COUGH_SYRUP,152,0,2,150,100,200
2025-01-30,PHC_001,ANTIDIARRHEAL,268,0,5,263,150,300
2025-01-30,PHC_001,DENGUE_TEST_KIT,171,0,0,171,50,120
2025-01-30,PHC_001,TETANUS_TOXOID,343,0,9,334,100,200
2025-01-30,PHC_001,ORAL_ANTIBIOTIC_PEDIATRIC,474,0,0,474,150,300
2025-01-30,PHC_002,ORS_SACHET,470,0,23,447,200,400
2025-01-30,PHC_002,PARACETAMOL_500MG,927,0,48,879,500,1000
2025-01-30,PHC_002,AMOXICILLIN_500MG,654,0,17,637,300,600
2025-01-30,PHC_002,ANTIMALARIAL_ACT,324,0,2,322,100,250
2025-01-30,PHC_002,ANTIVENOM_VIAL,30,0,0,30,10,25
2025-01-30,PHC_002,INSULIN_VIAL,38,110,5,143,40,80
2025-01-30,PHC_002,ORAL_REHYDRATION_IV,83,0,12,71,80,150
2025-01-30,PHC_002,MEASLES_VACCINE,411,0,15,396,150,300
2025-01-30,PHC_002,ANTIHISTAMINE,263,0,8,255,200,400
2025-01-30,PHC_002,IBUPROFEN_400MG,318,0,21,297,300,600
2025-01-30,PHC_002,COUGH_SYRUP,127,0,10,117,100,200
2025-01-30,PHC_002,ANTIDIARRHEAL,544,0,11,533,150,300
2025-01-30,PHC_002,DENGUE_TEST_KIT,124,0,2,122,50,120
2025-01-30,PHC_002,TETANUS_TOXOID,278,0,4,274,100,200
2025-01-30,PHC_002,ORAL_ANTIBIOTIC_PEDIATRIC,430,0,10,420,150,300
2025-01-30,PHC_003,ORS_SACHET,222,0,8,214,200,400
2025-01-30,PHC_003,PARACETAMOL_500MG,1221,0,20,1201,500,1000
2025-01-30,PHC_003,AMOXICILLIN_500MG,479,0,5,474,300,600
2025-01-30,PHC_003,ANTIMALARIAL_ACT,320,0,2,318,100,250
2025-01-30,PHC_003,ANTIVENOM_VIAL,12,0,0,12,10,25
2025-01-30,PHC_003,INSULIN_VIAL,97,0,0,97,40,80
2025-01-30,PHC_003,ORAL_REHYDRATION_IV,180,0,2,178,80,150
2025-01-30,PHC_003,MEASLES_VACCINE,528,0,4,524,150,300
2025-01-30,PHC_003,ANTIHISTAMINE,651,0,5,646,200,400
2025-01-30,PHC_003,IBUPROFEN_400MG,435,0,5,430,300,600
2025-01-30,PHC_003,COUGH_SYRUP,231,0,6,225,100,200
2025-01-30,PHC_003,ANTIDIARRHEAL,187,0,3,184,150,300
2025-01-30,PHC_003,DENGUE_TEST_KIT,106,0,2,104,50,120
2025-01-30,PHC_003,TETANUS_TOXOID,241,0,0,241,100,200
2025-01-30,PHC_003,ORAL_ANTIBIOTIC_PEDIATRIC,511,0,6,505,150,300
2025-01-30,PHC_004,ORS_SACHET,323,0,15,308,200,400
2025-01-30,PHC_004,PARACETAMOL_500MG,1109,0,22,1087,500,1000
2025-01-30,PHC_004,AMOXICILLIN_500MG,714,0,4,710,300,600
2025-01-30,PHC_004,ANTIMALARIAL_ACT,215,0,3,212,100,250
2025-01-30,PHC_004,ANTIVENOM_VIAL,32,0,0,32,10,25
2025-01-30,PHC_004,INSULIN_VIAL,122,0,2,120,40,80
2025-01-30,PHC_004,ORAL_REHYDRATION_IV,228,0,5,223,80,150
2025-01-30,PHC_004,MEASLES_VACCINE,214,0,0,214,150,300
2025-01-30,PHC_004,ANTIHISTAMINE,302,0,8,294,200,400
2025-01-30,PHC_004,IBUPROFEN_400MG,335,0,17,318,300,600
2025-01-30,PHC_004,COUGH_SYRUP,190,0,7,183,100,200
2025-01-30,PHC_004,ANTIDIARRHEAL,272,0,5,267,150,300
2025-01-30,PHC_004,DENGUE_TEST_KIT,75,0,2,-73,50,120
2025-01-30,PHC_004,TETANUS_TOXOID,208,0,4,204,100,200
2025-01-30,PHC_004,ORAL_ANTIBIOTIC_PEDIATRIC,309,0,5,304,150,300
2025-01-30,PHC_005,ORS_SACHET,667,0,15,652,200,400
2025-01-30,PHC_005,PARACETAMOL_500MG,665,0,28,637,500,1000
2025-01-30,PHC_005,AMOXICILLIN_500MG,929,0,8,921,300,600
2025-01-30,PHC_005,ANTIMALARIAL_ACT,296,0,1,295,100,250
2025-01-30,PHC_005,ANTIVENOM_VIAL,22,0,0,22,10,25
2025-01-30,PHC_005,INSULIN_VIAL,102,0,5,97,40,80
2025-01-30,PHC_005,ORAL_REHYDRATION_IV,80,0,6,74,80,150
2025-01-30,PHC_005,MEASLES_VACCINE,282,0,5,277,150,300
2025-01-30,PHC_005,ANTIHISTAMINE,230,0,8,222,200,400
2025-01-30,PHC_005,IBUPROFEN_400MG,704,0,12,692,300,600
2025-01-30,PHC_005,COUGH_SYRUP,302,0,8,294,100,200
2025-01-30,PHC_005,ANTIDIARRHEAL,431,0,10,421,150,300
2025-01-30,PHC_005,DENGUE_TEST_KIT,148,0,1,147,50,120
2025-01-30,PHC_005,TETANUS_TOXOID,158,0,3,155,100,200
2025-01-30,PHC_005,ORAL_ANTIBIOTIC_PEDIATRIC,302,0,5,297,150,300
2025-01-30,PHC_006,ORS_SACHET,396,0,11,385,200,400
2025-01-30,PHC_006,PARACETAMOL_500MG,998,0,19,979,500,1000
2025-01-30,PHC_006,AMOXICILLIN_500MG,422,0,1,421,300,600
2025-01-30,PHC_006,ANTIMALARIAL_ACT,298,0,2,296,100,250
2025-01-30,PHC_006,ANTIVENOM_VIAL,28,0,1,27,10,25
2025-01-30,PHC_006,INSULIN_VIAL,79,0,1,78,40,80
2025-01-30,PHC_006,ORAL_REHYDRATION_IV,91,0,3,88,80,150
2025-01-30,PHC_006,MEASLES_VACCINE,359,0,1,358,150,300
2025-01-30,PHC_006,ANTIHISTAMINE,493,0,2,491,200,400
2025-01-30,PHC_006,IBUPROFEN_400MG,656,0,16,640,300,600
2025-01-30,PHC_006,COUGH_SYRUP,236,0,4,232,100,200
2025-01-30,PHC_006,ANTIDIARRHEAL,312,0,5,307,150,300
2025-01-30,PHC_006,DENGUE_TEST_KIT,113,0,2,111,50,120
2025-01-30,PHC_006,TETANUS_TOXOID,154,0,1,153,100,200
2025-01-30,PHC_006,ORAL_ANTIBIOTIC_PEDIATRIC,447,0,5,442,150,300
2025-01-30,PHC_007,ORS_SACHET,583,0,14,569,200,400
2025-01-30,PHC_007,PARACETAMOL_500MG,1185,0,27,1158,500,1000
2025-01-30,PHC_007,AMOXICILLIN_500MG,827,0,7,820,300,600
2025-01-30,PHC_007,ANTIMALARIAL_ACT,167,0,3,164,100,250
2025-01-30,PHC_007,ANTIVENOM_VIAL,15,0,0,15,10,25
2025-01-30,PHC_007,INSULIN_VIAL,128,0,2,126,40,80
2025-01-30,PHC_007,ORAL_REHYDRATION_IV,284,0,5,279,80,150
2025-01-30,PHC_007,MEASLES_VACCINE,184,0,0,184,150,300
2025-01-30,PHC_007,ANTIHISTAMINE,672,0,6,666,200,400
2025-01-30,PHC_007,IBUPROFEN_400MG,555,0,17,538,300,600
2025-01-30,PHC_007,COUGH_SYRUP,267,0,7,260,100,200
2025-01-30,PHC_007,ANTIDIARRHEAL,220,0,11,209,150,300
2025-01-30,PHC_007,DENGUE_TEST_KIT,106,0,1,105,50,120
2025-01-30,PHC_007,TETANUS_TOXOID,243,0,10,233,100,200
2025-01-30,PHC_007,ORAL_ANTIBIOTIC_PEDIATRIC,360,0,5,355,150,300
2025-01-30,PHC_008,ORS_SACHET,229,0,11,218,200,400
2025-01-30,PHC_008,PARACETAMOL_500MG,1314,0,43,1271,500,1000
2025-01-30,PHC_008,AMOXICILLIN_500MG,628,0,21,607,300,600
2025-01-30,PHC_008,ANTIMALARIAL_ACT,185,0,3,182,100,250
2025-01-30,PHC_008,ANTIVENOM_VIAL,13,0,1,12,10,25
2025-01-30,PHC_008,INSULIN_VIAL,102,0,2,100,40,80
2025-01-30,PHC_008,ORAL_REHYDRATION_IV,81,0,9,72,80,150
2025-01-30,PHC_008,MEASLES_VACCINE,506,0,15,491,150,300
2025-01-30,PHC_008,ANTIHISTAMINE,513,0,12,501,200,400
2025-01-30,PHC_008,IBUPROFEN_400MG,484,0,22,462,300,600
